Child,Parent
Sternothyroid,Infrahyoid muscle
Molar salivary gland,Minor salivary gland
Adductor magnus branch of first perforating branch of left deep femoral artery,Adductor magnus branch of first perforating branch of deep femoral artery
Posterior wall of fundus of uterus,Posterior wall of zone of uterus
Anterior wall of fundus of uterus,Anterior wall of zone of uterus
Posterior wall of body of uterus,Posterior wall of zone of uterus
Anterior wall of lower uterine segment,Anterior wall of zone of uterus
Anterior wall of body of uterus,Anterior wall of zone of uterus
Flexure of duodenum,Zone of duodenum
Skin of male nipple,Skin of nipple
Trunk of left superficial temporal artery,Trunk of superficial temporal artery
Left pedicle of fourth lumbar vertebra,Pedicle of fourth lumbar vertebra
Bony part of diaphysis proper of fifth metacarpal bone,Bony part of diaphysis proper of metacarpal bone
Mucosa of pelvic part of left ureter,Mucosa of pelvic part of ureter
Abducens nerve,Cranial nerve
Superior belly of omohyoid,Belly of omohyoid
Posterior part of left anterior segmental bronchial tree,Posterior part of anterior segmental bronchial tree
Superior border of left nasal bone,Superior border of nasal bone
Trunk of artery of ductus deferens,Trunk of branch of umbilical artery
Trunk of auricular branch of left vagus nerve,Trunk of auricular branch of vagus nerve
Right anterior choroidal artery,Anterior choroidal artery
Trabecular bone of distal epiphysis of left ulna,Trabecular bone of distal epiphysis of ulna
Branch of posterior communicating artery to oculomotor nerve,Branch of posterior communicating artery
Transverse fascicle of left palmar aponeurosis,Transverse fascicle of palmar aponeurosis
Right inferior articular process of second thoracic vertebra,Inferior articular process of second thoracic vertebra
Zone of trunk of radial nerve,Zone of trunk of nerve
Periosteum of proximal metaphysis of left fifth metacarpal bone,Periosteum of proximal metaphysis of fifth metacarpal bone
Parotid branch of right auriculotemporal nerve,Parotid branch of auriculotemporal nerve
Middle segment of right coronary artery,Segment of coronary artery
Left posterolateral part of body of sixth thoracic vertebra,Posterolateral part of body of sixth thoracic vertebra
Dura mater of anterior root of left second thoracic nerve,Dura mater of anterior root of second thoracic nerve
Dura mater of anterior root of right second thoracic nerve,Dura mater of anterior root of second thoracic nerve
Dura mater of anterior root of third thoracic nerve,Dura mater of anterior root of thoracic nerve
Dura mater of anterior root of right third thoracic nerve,Dura mater of anterior root of third thoracic nerve
Dura mater of anterior root of left third thoracic nerve,Dura mater of anterior root of third thoracic nerve
Surface of auricular cartilage,Surface of cartilage organ
Superior surface of first costal cartilage,Region of surface of costal cartilage
Medial end of first costal cartilage,Medial end of costal cartilage
Inferior border of costal cartilage,Anatomical line of costal cartilage
Superior border of costal cartilage,Anatomical line of costal cartilage
Posterior surface of costal cartilage,Region of surface of costal cartilage
Lateral end of costal cartilage,Zone of costal cartilage
Sternal articular facet of costal cartilage,Region of surface of costal cartilage
Anterior surface of costal cartilage,Region of surface of costal cartilage
Lateral end of first costal cartilage,Lateral end of costal cartilage
Brodmann area 6 of left frontal lobe,Brodmann area 6 of frontal lobe
Parenchyma of left anterior bronchopulmonary segment,Parenchyma of anterior bronchopulmonary segment
Brodmann area 24 of left limbic lobe,Brodmann area 24 of limbic lobe
Brodmann area 6 of frontal lobe,Segment of Brodmann area 6
Brodmann area 8 of frontal lobe,Segment of Brodmann area 8
Brodmann area 6 of right frontal lobe,Brodmann area 6 of frontal lobe
Distal epiphysis proper of left tibia,Distal epiphysis proper of tibia
Trunk of right superior intercostal artery,Trunk of superior intercostal artery
Posterior cord segment of right first thoracic nerve,Posterior cord segment of first thoracic nerve
Perineal membrane proper,Zone of perineal membrane
Posterior cord segment of left first thoracic nerve,Posterior cord segment of first thoracic nerve
Trunk of posterior division of brachial plexus branch of right first thoracic nerve,Trunk of posterior division of brachial plexus branch of first thoracic nerve
Saphenous branch of left descending genicular artery,Saphenous branch of descending genicular artery
Inferior articular process proper of first lumbar vertebra,Inferior articular process proper of lumbar vertebra
Inferior articular process proper of second lumbar vertebra,Inferior articular process proper of lumbar vertebra
Inferior articular process proper of left twelfth thoracic vertebra,Inferior articular process proper of twelfth thoracic vertebra
Inferior articular process proper of third lumbar vertebra,Inferior articular process proper of lumbar vertebra
Set of all bursae,Set of bursae
Head of left biceps femoris,Head of biceps femoris
Nasal skeleton,Set of heterogeneous anatomical structures
Anterior border of diaphysis of ulna,Anatomical line of ulna
Lymphatic tree of subdivision of ankle,Lymphatic tree of free lower limb segment
Lymphatic tree of right ankle,Lymphatic tree of ankle
Lymphatic tree of left ankle,Lymphatic tree of ankle
Deep lymphatic tree of ankle,Lymphatic tree of subdivision of ankle
Superficial lymphatic tree of ankle,Lymphatic tree of subdivision of ankle
Synovial membrane of articular capsule of metacarpophalangeal joint of left little finger,Synovial membrane of articular capsule of metacarpophalangeal joint of little finger
Deep muscular lateral branch of cervical nerve plexus,Deep lateral branch of cervical nerve plexus
Epiphyseal plate of radius,Hyaline cartilage of radius
Articular cartilage of proximal epiphysis of left fourth metacarpal bone,Articular cartilage of proximal epiphysis of fourth metacarpal bone
Parenchyma of medial part of superior bronchopulmonary subsegment,Parenchyma of superior bronchopulmonary subsegment
Left eleventh posterior intercostal artery,Eleventh posterior intercostal artery
Spinal branch of dorsal branch of left eleventh posterior intercostal artery,Spinal branch of dorsal branch of eleventh posterior intercostal artery
Medullary branch of left eleventh posterior intercostal artery,Medullary branch of eleventh posterior intercostal artery
Anterior radicular branch of left eleventh posterior intercostal artery,Anterior radicular branch of eleventh posterior intercostal artery
Precentral branch of left eleventh posterior intercostal artery,Precentral branch of eleventh posterior intercostal artery
Postcentral branch of left eleventh posterior intercostal artery,Postcentral branch of eleventh posterior intercostal artery
Prelaminar branch of left eleventh posterior intercostal artery,Prelaminar branch of eleventh posterior intercostal artery
Medial branch of dorsal branch of left eleventh posterior intercostal artery,Medial branch of dorsal branch of eleventh posterior intercostal artery
Posterior radicular branch of left eleventh posterior intercostal artery,Posterior radicular branch of eleventh posterior intercostal artery
Dorsal branch of left eleventh posterior intercostal artery,Dorsal branch of eleventh posterior intercostal artery
Crown pulp of right central lower incisor tooth,Crown pulp of central lower incisor tooth
Palmar nail matrix of little finger,Palmar nail matrix of finger
Branch of medial palpebral artery,Branch of ophthalmic artery
Fascia of extensor digitorum,Fascia of muscle of forearm
Polar granule,Nonmembranous cytoplasmic organelle
Proper plantar digital nerve of second toe,Proper plantar digital nerve
Skin of infra-orbital part of cheek,Subdivision of skin of cheek
Manubrium,Zone of sternum
Xiphoid process,Zone of sternum
Set of appendicular skeletal systems,Set of organ system subdivisions
Sternebra,Zone of sternum
Axial skeletal system,Subdivision of skeletal system
Skeletal system of thoracic segment of trunk,Subdivision of skeletal system
Body of sternum,Zone of sternum
Rib cage,Subdivision of postcranial axial skeletal system
Sternum,Flat bone
Musculoskeletal system,Organ system
Mediastinum of right testis,Mediastinum of testis
Multiform layer of right primary motor cortex,Multiform layer of primary motor cortex
Internal pyramidal layer of left primary motor cortex,Internal pyramidal layer of primary motor cortex
Multiform layer of left primary motor cortex,Multiform layer of primary motor cortex
Multiform layer of primary motor cortex,Lamina of primary motor cortex
Internal pyramidal layer of right primary motor cortex,Internal pyramidal layer of primary motor cortex
Trunk of branch of left anterior choroidal artery to tuber cinereum,Trunk of branch of anterior choroidal artery to tuber cinereum
Epimysium of semispinalis thoracis,Fascia of semispinalis thoracis
C5 branch to multifidus,Muscular branch of medial branch of posterior ramus of fifth cervical nerve
Portion of intestinal secretion,Portion of body fluid suspension
Sphenoidal margin of squamous part of temporal bone,Anatomical border of skull bone
Periosteum of phalanx of thumb,Periosteum of phalanx of finger
Lis Fran's joint,Heterogeneous anatomical cluster
Lateral head of second dorsal interosseous of right foot,Lateral head of second dorsal interosseous of foot
Right anterior tibial collateral ligament,Anterior tibial collateral ligament
Superior part of chest wall,Region of chest wall
Lumbar basivertebral vein,Tributary of vertebral vein
Right lateral rectus,Lateral rectus
Set of pretecto-olivary fibers,Set of neuraxis fibers
Meningeal branch of sixth cervical nerve,Meningeal branch of cervical nerve
Sigmoid artery,Branch of inferior mesenteric artery
Lateral bulboreticulospinal tract,Tract of brain
Rootlet of fifth thoracic nerve,Rootlet of thoracic nerve
Apicoposterior subsegmental bronchus,Subsegmental bronchus
Posterior root of sixth cervical nerve,Posterior root of cervical nerve
Set of B4 serotoninergic cells,Set of serotoninergic cells
Set of palatine spines,Set of organ regions
Pedicle of tenth thoracic vertebra,Pedicle of thoracic vertebra
Left accessory obturator nerve,Accessory obturator nerve
Peritoneum of posterior fornix of vagina,Region of parietal peritoneum
Right fetal transversus menti,Fetal transversus menti
Periodontium of left upper canine tooth,Periodontium of upper canine tooth
Tunica adventitia of intestinal lymphatic trunk,Tunica adventitia of lymphatic vessel
Proximal nail fold of left second toe,Proximal nail fold of second toe
Left saccular duct,Saccular duct
Right transverse foramen of atlas,Transverse foramen of atlas
Left utricular duct,Utricular duct
Right saccular duct,Saccular duct
Periosteum of right inferior articular process of eighth thoracic vertebra,Periosteum of inferior articular process of eighth thoracic vertebra
Left buccal side of maxillary gingiva,Buccal side of maxillary gingiva
Buccal part of mandibular gingiva,Region of mandibular gingiva
Right buccal side of maxillary gingiva,Buccal side of maxillary gingiva
Buccal gingiva of right side of lower jaw,Buccal part of mandibular gingiva
Organ component of renal fascia,Zone of dense endoabdominal fascia
Anterior wall of distal part of jejunum,Region of wall of jejunum
Nerve to semitendinosus,Muscular branch of tibial nerve
Muscle fasciculus of supinator,Muscle fasciculus of muscle of forearm
Flexor retinaculum of ankle,Retinaculum
Superficial palmar branch of right radial artery,Superficial palmar branch of radial artery
Chromosome pair 9,Chromosome pair
Wall of anterior segment of right eyeball,Wall of anterior segment of eyeball
Crown pulp of right first upper premolar tooth,Crown pulp of first upper premolar tooth
Atretic follicle of ovary,Follicle of ovary
Left pharyngeal recess,Pharyngeal recess
Trabecular bone of posterolateral part of body of fifth cervical vertebra,Trabecular bone of body of fifth cervical vertebra
C3 segment of dorsal funiculus of spinal cord,Cervical subsegment of dorsal funiculus of spinal cord
C1 segment of left dorsal funiculus of spinal cord,C1 segment of dorsal funiculus of spinal cord
C2 segment of right dorsal funiculus of spinal cord,C2 segment of dorsal funiculus of spinal cord
C2 segment of dorsal funiculus of spinal cord,Cervical subsegment of dorsal funiculus of spinal cord
C2 segment of left dorsal funiculus of spinal cord,C2 segment of dorsal funiculus of spinal cord
Columnar cell,Cell shape type
Brush border,Microvillus
Dental pulp of lateral upper incisor tooth,Dental pulp of upper incisor tooth
Apical ramus of left posterior segmental artery,Apical ramus of posterior segmental artery
Lumen of cervical part of esophagus,Lumen of segment of esophagus
Right gastro-epiploic lymph node group,Visceral lymph node group of abdomen proper
Petrosal branch of right middle meningeal artery,Petrosal branch of middle meningeal artery
Trunk of left anterior segmental bronchial vein,Trunk of anterior segmental bronchial vein
Tendon of spinalis capitis,Tendon of spinalis
Anterior wall of transverse colon,Region of wall of large intestine
Auricular surface of Ilium,Surface of region of hip bone
Tibia,Long bone
Mucosa of posterior inferior minor calyx,Mucosa of subdivision of inferior minor calyx
Trunk of left posterior spinal artery,Trunk of posterior spinal artery
Basophilic normoblast,Erythroblast
Posterior lamina of mesentery of small intestine,Lamina of mesentery
Root pulp of right second upper molar tooth,Root pulp of second upper molar tooth
Trabecular bone of diaphysis of phalanx of index finger,Trabecular bone of diaphysis of phalanx of finger
Surface of left infraorbital part of face,Surface of infraorbital part of face
Distal surface layer of first upper premolar tooth,Distal surface layer of upper premolar tooth
Tanner III,Tanner stage
Carpometacarpal joint of left thumb,Carpometacarpal joint of thumb
Wall of trunk of superior epigastric artery,Wall of trunk of artery
Right anterior parietal artery,Anterior parietal artery
Tributary of hepatic portal vein,Portal vein
Lateral surface of right fourth toe,Lateral surface of fourth toe
Mucosa of lower lip,Mucosa of lip
Lateral aortic lymphatic vessel,Left lumbar lymphatic vessel
Communicating branch of anterior interosseous nerve with ulnar nerve,Communicating nerve branch
Bony part of transverse process of fifth thoracic vertebra,Bony part of transverse process of thoracic vertebra
Set of all ligaments of right foot,Set of all ligaments of foot
Set of all ligaments of foot,Set of ligaments of foot
Set of all ligaments of left foot,Set of all ligaments of foot
Set of all ligaments of left lower limb,Set of all ligaments of lower limb
Set of ligaments of foot,Set of ligaments of lower limb
Articular bony part of right superior articular process of fourth lumbar vertebra,Articular bony part of superior articular process of fourth lumbar vertebra
Set of branches of anterior choroidal artery to posterior limb of internal capsule,Set of arteries
Spinal tributary of left third posterior intercostal vein,Spinal tributary of third posterior intercostal vein
Epimysium of left semimembranosus,Epimysium of semimembranosus
Perimysium of articularis genus,Fascia of articularis genus
Left stapedius nerve,Stapedius nerve
Right lateral tarsal artery,Lateral tarsal artery
Foramen secundum,Embryonic cardiac structure
Trunk of right lesser petrosal nerve,Trunk of lesser petrosal nerve
T1 part of external vertebral venous plexus,External vertebral venous plexus of thoracic vertebra
Branch of cervical branch of facial nerve,Branch of facial nerve
Compact bone of distal epiphysis of middle phalanx of right middle finger,Compact bone of distal epiphysis of middle phalanx of middle finger
Trabecular bone of right lamina of fifth cervical vertebra,Trabecular bone of lamina of fifth cervical vertebra
C6 segment of gracile fasciculus of spinal cord,Cervical subsegment of gracile fasciculus of spinal cord
C7 segment of gracile fasciculus of spinal cord,Cervical subsegment of gracile fasciculus of spinal cord
C7 segment of right gracile fasciculus of spinal cord,C7 segment of gracile fasciculus of spinal cord
C6 segment of right gracile fasciculus of spinal cord,C6 segment of gracile fasciculus of spinal cord
C6 segment of left gracile fasciculus of spinal cord,C6 segment of gracile fasciculus of spinal cord
Taste bud,Organ component
Cone cell,Neuron of retina
Periosteum of distal epiphysis of phalanx of ring finger,Periosteum of subdivision of phalanx of finger
Right inferior pulvinar nucleus,Inferior pulvinar nucleus
Lesser vestibular gland,Vestibular gland
Distal epiphysis proper of right tibia,Distal epiphysis proper of tibia
Trunk of right radial recurrent artery,Trunk of radial recurrent artery
Fissural margin of diaphragmatic surface of lower lobe of left lung,Subdivision of fissural margin of lower lobe of left lung
Inferior subscapular nerve component of trunk of right fifth cervical nerve,Inferior subscapular nerve component of trunk of fifth cervical nerve
Inferior subscapular nerve component of trunk of posterior division of anterior ramus of left fifth cervical nerve,Inferior subscapular nerve component of trunk of posterior division of anterior ramus of fifth cervical nerve
Inferior subscapular nerve component of trunk of fifth cervical nerve,Segment of C5 root of inferior subscapular nerve
Dorsal carpal branch of ulnar artery,Branch of ulnar artery
Synovial membrane of articular capsule of metatarsophalangeal joint of left fourth toe,Synovial membrane of articular capsule of metatarsophalangeal joint of fourth toe
Trunk of fourth intercostal nerve,Trunk of intercostal nerve
Perimysium of second palmar interosseous of left hand,Perimysium of second palmar interosseous of hand
Left elbow joint,Elbow joint
Epimysium of left stylohyoid,Epimysium of stylohyoid
Trunk of ninth intercostal nerve,Trunk of intercostal nerve
Region of surface of carpal bone,Region of surface of bone organ
Periosteum of pedicle of cervical vertebra,Periosteum of cervical vertebral arch
Parenchyma of accessory subsuperior part of right posterior basal bronchopulmonary subsegment,Parenchyma of accessory subsuperior part of posterior basal bronchopulmonary subsegment
Tenth thoracic basivertebral vein,Thoracic basivertebral vein
Inferior pulvinar nucleus,Nucleus of thalamus
Left nucleus cornucommissuralis anterior,Nucleus cornucommissuralis anterior
Inferior lamina of transverse mesocolon,Region of transverse mesocolon
Proximal epiphyseal plate of right second metacarpal bone,Proximal epiphyseal plate of second metacarpal bone
Right fourth pharyngeal pouch,Fourth pharyngeal pouch
Trabecular bone of articular process of third thoracic vertebra,Trabecular bone of articular process of thoracic vertebra
Left fourth pharyngeal pouch,Fourth pharyngeal pouch
Mesenchyme of second pharyngeal arch,Mesenchyme of pharyngeal arch
Mesenchyme of first pharyngeal arch,Mesenchyme of pharyngeal arch
Mesenchyme of pharyngeal arch,Embryonic mesenchyme
Cartilage of posterolateral part of body of first lumbar vertebra,Cartilage of posterolateral part of body of lumbar vertebra
Zygomatic part of temporalis,Zone of temporalis
Mandibular part of temporalis,Zone of temporalis
Zygomatic part of right temporalis,Zygomatic part of temporalis
Zygomatic part of left temporalis,Zygomatic part of temporalis
Right posterior axillary line,Posterior axillary line
Submucosa of zone of small intestine,Region of submucosa
Subpleural zone of left lung parenchyma,Subpleural zone of lung parenchyma
Suprahyoid muscle,Muscle of neck
Ligamentum flavum of T6-T7 vertebrae,Ligamentum flavum of thoracic vertebrae
Posterior column of fornix of forebrain,Crus of neuraxis
Bony part of lesser trochanter of left femur,Bony part of lesser trochanter of femur
Subdivision of gastrointestinal system,Subdivision of alimentary system
Root of nail of right little toe,Root of nail of little toe
Cardiac muscle fasciculus of right ventricle,Cardiac muscle fasciculus of ventricle
Fibrous membrane of synovial tendon sheath of flexor pollicis longus,Fibrous membrane of synovial tendon sheath
Communicating branch of anterior ramus of first cervical nerve to hypoglossal nerve,Branch of anterior ramus of first cervical nerve
Medial interchondral ligament of interchondral joint of 7th and 8th ribs,Medial interchondral ligament
Branch of left anterior choroidal artery to posterior limb of left internal capsule,Branch of anterior choroidal artery to posterior limb of internal capsule
Distoincisobuccolingual surface of tooth,Surface of tooth
Lumen of diverticulum of right seminal vesicle,Lumen of diverticulum of seminal vesicle
Vasculature of white matter of C6 segment,Vasculature of white matter of cervical segment of spinal cord
Articular cartilage of costal facet of body of seventh thoracic vertebra,Articular cartilage of costal facet of body of thoracic vertebra
Vasculature of white matter of C4 segment,Vasculature of white matter of cervical segment of spinal cord
Vasculature of white matter of C2 segment,Vasculature of white matter of cervical segment of spinal cord
Vasculature of white matter of C5 segment,Vasculature of white matter of cervical segment of spinal cord
Vasculature of white matter of C3 segment,Vasculature of white matter of cervical segment of spinal cord
Anterior diaphragmatic lymphatic vessel,Diaphragmatic lymphatic vessel
Mediobasal ramus of left posterior basal segmental artery,Mediobasal ramus of posterior basal segmental artery
Wall of inferomedial part of right bronchial tree,Region of wall of bronchial tree
Squamous part of right temporal bone,Squamous part of temporal bone
Nerve to right second internal intercostal muscle,Nerve to second internal intercostal muscle
Tibial tarsal synovial tendon sheath,Synovial tendon sheath of foot
Lateral plantar artery,Subdivision of posterior tibial artery
Parenchyma of superior bronchopulmonary subsegment,Parenchyma of bronchopulmonary subsegment
Deltoid,Intrinsic muscle of shoulder
Long head of left biceps brachii,Long head of biceps brachii
Straight conjugate,Diameter of pelvis
Trunk of communicating branch to right posterior scrotal nerve,Trunk of communicating branch to posterior scrotal nerve
Diaphragmatic surface of right lobe of liver,Region of diaphragmatic surface of liver
Trunk of left ascending lumbar vein,Trunk of ascending lumbar vein
Lateral condyle of right femur,Lateral condyle of femur
Fibrous membrane of articular capsule of left T4-T5 vertebral arch joint,Fibrous membrane of articular capsule of T4-T5 vertebral arch joint
Capillary network of muscle organ,Systemic capillary network of organ
Capillary network of heart,Systemic capillary network of organ
Capillary network of neuraxis,Systemic capillary network of organ
Capillary network of esophagus,Systemic capillary network of organ
Left plantar intercuneiform ligament,Plantar intercuneiform ligament
Adductor magnus branch of left descending genicular artery,Adductor magnus branch of descending genicular artery
Vasculature of gallbladder,Vasculature of organ
Vasculature of anal canal,Vasculature of organ
Vasculature of large intestine,Vasculature of organ
Long vinculum of tendon of right flexor digitorum superficialis to right little finger,Long vinculum of tendon of flexor digitorum superficialis to little finger
Bony part of distal metaphysis of fifth metacarpal bone,Bony part of distal metaphysis of metacarpal bone
Trunk of communicating branch of right facial nerve with right glossopharyngeal nerve,Trunk of communicating branch of facial nerve with glossopharyngeal nerve
Vasculature of periosteum of left third rib,Vasculature of periosteum of third rib
Vasculature of periosteum of right third rib,Vasculature of periosteum of third rib
Vasculature of periosteum of right second rib,Vasculature of periosteum of second rib
Vasculature of periosteum of left second rib,Vasculature of periosteum of second rib
Vasculature of periosteum of third rib,Vasculature of periosteum of rib
Compact bone of right superior articular process of sixth cervical vertebra,Compact bone of superior articular process of sixth cervical vertebra
S1 segment of marginal zone of right dorsal gray column of spinal cord,S1 segment of marginal zone of dorsal gray column of spinal cord
S1 segment of marginal zone of left dorsal gray column of spinal cord,S1 segment of marginal zone of dorsal gray column of spinal cord
S2 segment of marginal zone of right dorsal gray column of spinal cord,S2 segment of marginal zone of dorsal gray column of spinal cord
Dense connective tissue of breast,Dense irregular connective tissue
Lower pole of left testis,Lower pole of testis
Mucosa of lacrimal sac,Mucosa of segment of lacrimal duct
Periosteum of left posterolateral part of body of cervical vertebra,Periosteum of posterolateral part of body of cervical vertebra
Mandibular foramen,Cranial conduit
Fibrous membrane of articular capsule of T2-T3 vertebral arch joint,Fibrous membrane of articular capsule of thoracic vertebral arch joint
Musculocutaneous nerve component of left C5 nerve,Musculocutaneous nerve component of C5 nerve
Axillary nerve component of right C5 nerve,Axillary nerve component of C5 nerve
Periosteum of clavicle,Periosteum of long bone
Musculocutaneous nerve component of right C5 nerve,Musculocutaneous nerve component of C5 nerve
Nerve to left third posterior cervical intertransversarius,Nerve to third posterior cervical intertransversarius
Belly of first lumbrical of right foot,Belly of first lumbrical of foot
Musculature of posterior body wall,Musculature of subdivision of trunk
Muscle of abdominal part of trunk,Muscle of trunk
Dorsal ligament of left third carpometacarpal joint,Dorsal ligament of third carpometacarpal joint
Right mammillothalamic tract of thalamus,Mammillothalamic tract of thalamus
Crico-arytenoid ligament,Extrinsic ligament of larynx
Superior border of prostate,Border of prostate
Fibrous membrane of articular capsule of left distal radioulnar joint,Fibrous membrane of articular capsule of distal radioulnar joint
Left posterior parahippocampal gyrus,Posterior segment of parahippocampal gyrus
Trunk of brachiocephalic vein,Trunk of tributary of superior systemic venous tree
Second intermetatarsal joint,Intermetatarsal joint
Lamina propria of prostatic urethra,Lamina propria of segment of male urethra
Set of corticopontine fibers,Set of neuraxis fibers
Buccal surface layer of second upper molar tooth,Buccal surface layer of upper molar tooth
Prostatic stroma,Stroma
Lateral parietal serous pericardium,Region of parietal serous pericardium
Pancreatic notch,Anatomical line of pancreas
Trunk of transversus perinei profundus muscle branch of left perineal nerve,Trunk of deep transverse muscle branch of perineal nerve
Wall of right subsuperior segmental bronchus,Wall of subsuperior segmental bronchus
Superficial fascia of left auricular part of head,Superficial fascia of auricular part of head
Nerve to right abductor hallucis brevis,Nerve to abductor hallucis
Nerve to right flexor carpi ulnaris,Nerve to flexor carpi ulnaris
Bony part of body of right scapula,Bony part of body of scapula
Trunk proper of anterior ramus of first thoracic nerve,Trunk of branch of first thoracic nerve
Trunk proper of anterior ramus of right first thoracic nerve,Trunk proper of anterior ramus of first thoracic nerve
Trunk proper of anterior ramus of left first thoracic nerve,Trunk proper of anterior ramus of first thoracic nerve
Compact bone of left inferior articular process of fifth cervical vertebra,Compact bone of inferior articular process of fifth cervical vertebra
T11 segment of marginal zone of right dorsal gray column of spinal cord,T11 segment of marginal zone of dorsal gray column of spinal cord
T12 segment of marginal zone of right dorsal gray column of spinal cord,T12 segment of marginal zone of dorsal gray column of spinal cord
T11 segment of marginal zone of left dorsal gray column of spinal cord,T11 segment of marginal zone of dorsal gray column of spinal cord
T12 segment of marginal zone of left dorsal gray column of spinal cord,T12 segment of marginal zone of dorsal gray column of spinal cord
L1 segment of marginal zone of right dorsal gray column of spinal cord,L1 segment of marginal zone of dorsal gray column of spinal cord
Epithelium of proximal convoluted tubule,Microvillus columnar epithelium
Midaxillary line region of trunk,Subdivision of trunk proper
Right dorsal scapular nerve,Dorsal scapular nerve
Striated muscle coat of prostatic urethra,Muscle layer of urethra
Surface of articular process of vertebra,Surface of region of vertebra
Trabecular bone of spinous process of axis,Trabecular bone of arch of axis
Trunk of right ilioinguinal nerve,Trunk of ilioinguinal nerve
Trunk of prostatic part of right inferior vesical artery,Trunk of prostatic part of inferior vesical artery
Periosteum of proximal metaphysis of left ulna,Periosteum of proximal metaphysis of ulna
Body of fifth lumbar vertebra,Body of lumbar vertebra
Nerve to left first levator costae,Nerve to first levator costae
T12-L1 vertebral arch joint,Thoracic vertebral arch joint
Sulcal segment of cuneus,Segment of gyrus of occipital lobe
Sulcal segment of right cuneus,Sulcal segment of cuneus
Sulcal segment of left lateral occipital lobe,Sulcal segment of lateral occipital lobe
Sulcal segment of right lateral occipital lobe,Sulcal segment of lateral occipital lobe
Sulcal segment of lateral occipital lobe,Segment of lateral occipital gyrus
Lateral nail fold of left thumb,Lateral nail fold of thumb
Space of occipital triangle,Space of compartment of neck
Surface of diaphysis of femur,Surface of diaphysis
Set of posterolateral central arteries,Set of arteries
Right flexor hallucis longus,Flexor hallucis longus
Surface of skin of lower limb,Surface of skin of limb
Lipid droplet,Acellular anatomical structure
Cartilage of third cervical vertebral arch,Cartilage of third cervical vertebra
Lateral pectoral component of trunk of right seventh cervical nerve,Lateral pectoral component of trunk of seventh cervical nerve
Lateral pectoral nerve component of trunk of anterior ramus of left seventh cervical nerve,Lateral pectoral nerve component of trunk of anterior ramus of seventh cervical nerve
Lateral pectoral component of trunk of seventh cervical nerve,Segment of C7 root of lateral pectoral nerve
Wall of vertical part of right superior lacrimal canaliculus,Wall of vertical part of superior lacrimal canaliculus
Epimysium of left superior pharyngeal constrictor,Epimysium of superior pharyngeal constrictor
Wall of zone of aorta,Region of wall of arterial tree organ
Epimysium of right helicis minor,Epimysium of helicis minor
Anterior ascending branch of right pulmonary artery,Subsegmental branch of pulmonary artery
Basal portion of right pulmonary artery,Zone of pulmonary artery
Trunk of right lower lobar artery,Lower lobar branch of pulmonary artery
Right superior segmental artery,Superior segmental artery
Right anterior segmental artery,Anterior segmental artery
Right medial basal segmental artery,Medial basal segmental artery
Left pterygoid tubercle,Pterygoid tubercle
Frontal branch of middle meningeal artery,Branch of middle meningeal artery
Anterior rootlet of left second lumbar nerve,Anterior rootlet of second lumbar nerve
Ascending branch of meningeal branch of right fourth lumbar nerve,Ascending branch of meningeal branch of fourth lumbar nerve
Fourth metacarpal facet of left capitate,Fourth metacarpal facet of capitate
Compact bone of head of femur,Compact bone of zone of proximal epiphysis of femur
Sartorius branch of left femoral artery,Sartorius branch of femoral artery
Musculoskeletal system of right thigh,Musculoskeletal system of thigh
Musculoskeletal system of thigh,Musculoskeletal system of region of lower limb
Musculoskeletal system of left thigh,Musculoskeletal system of thigh
Musculoskeletal system of left pelvic girdle,Musculoskeletal system of pelvic girdle
Musculoskeletal system of leg,Musculoskeletal system of region of lower limb
Tendon of adductor magnus,Tendon
Medial cutaneous branch of medial branch of posterior ramus of right second thoracic nerve,Medial cutaneous branch of medial branch of posterior ramus of second thoracic nerve
Distal epiphysis of first metacarpal bone,Distal epiphysis of metacarpal bone
Taenia libera of ascending colon,Taenia coli of ascending colon
Lymphatic chain of right anterior basal segmental bronchus,Lymphatic chain of anterior basal segmental bronchus
Surface of right capitate,Surface of capitate
Right superior thyroid vein,Superior thyroid vein
CD3+CD69+ lymphocyte,Lymphocyte
Set of bronchial branches of thoracic aorta,Set of arteries
Trunk of interosseous nerve of right leg,Trunk of interosseous nerve of leg
Seventh anterior thoracic radicular vein,Anterior thoracic radicular vein
Anterior rootlet of right third sacral nerve,Anterior rootlet of third sacral nerve
Cementum of right lower canine tooth,Cementum of lower canine tooth
Organ component of coracoclavicular ligament,Organ component of skeletal ligament
Endothelium of endocardium,Endothelium
Skin of back of upper part of thorax,Zone of skin of back of trunk
Compact part of pedunculopontine tegmental nucleus,Subdivision of pedunculopontine tegmental nucleus
Collateral tributary of right first posterior intercostal vein,Collateral tributary of first posterior intercostal vein
CD30+ lymphocyte,Lymphocyte
Right condylar process of mandible,Condylar process of mandible
Trabecular bone of diaphysis of phalanx of finger,Trabecular bone of diaphysis
Crista of ampulla of lateral semicircular duct of membranous labyrinth,Subdivision of semicircular duct
Bone of distal epiphysis of distal phalanx of index finger,Bone of distal epiphysis of phalanx of index finger
Pedicle of sixth cervical vertebra,Pedicle of cervical vertebra
Set of cytoplasmic organelles of pluripotent stem cell,Set of cytoplasmic organelles of stem cell
Set of cytoplasmic organelles of multipotent stem cell,Set of cytoplasmic organelles of stem cell
Set of cytoplasmic organelles of macrophage,Set of cytoplasmic organelles of hemal cell
