Child,Parent
Castellum Aurelianense Antoninianense/Caput Saltus Horreorum Pardalarii,settlement
*Castellum Caldis,settlement
Castellum Dianense,settlement
Castellum Elefantum,settlement
Castellum Fabatianum?,settlement
Castellum Gurolense,settlement
Castellum Mastarense,settlement
Castellum Subzuaritanum,settlement
Castellum Thib(...),settlement
*Castellum Turrense,settlement
Castellum Vartan(...),fort
Castellum Zugal,settlement
Celtianis,settlement
Centenarium Aqua Frigida,settlement
Chettaba,sanctuary
Chettaba,cave
Chitouai,label
Chitouai,people
Choba,settlement
Chullu,settlement
Cirta/Constantina,settlement
Roman bath at Alange,bath
Santa María do Castro,settlement
Abbeyknockmoy abbey,church
Le Vistre de la Fontaine,river
Unnamed Gallo-Roman temple,temple-2
Ad Cahalis,unlocated
Ad Cahalis,station
Parthian House 139,building
Necropolis and Mortuary Complex of Pepi I,pyramid
Necropolis and Mortuary Complex of Pepi I,cemetery
Khwaja Ali Sehyaka/Sehyak,sanctuary
Khwaja Ali Sehyaka/Sehyak,well
Khwaja Ali Sehyaka/Sehyak,archaeological-site
Khwaja Ali Sehyaka/Sehyak,temple-2
Assyrian rock relief at Yağmur,monument
Vicus Valeriani,unknown
Presididiolele,unknown
Altessera,unlocated
Altessera,station
Monastiraki Katalimata,settlement
Monastiraki Katalimata,archaeological-site
Ghar El Kebir Quarries,quarry
Aïn Melliti,archaeological-site
Amphitheater of Sbeitla,amphitheatre
Agbia amphitheater,amphitheatre
Gobustan Rock Art Cultural Landscape,monument
Bagneux Megalith,tomb
Kercado tumulus,tumulus
Alignements du Manio,monument
Sarvestan Palace,architecturalcomplex
Investiture relief of Ardashir I,cemetery
Investiture relief of Ardashir I,monument
Hijovejo,settlement
Termas romanas de Santa María,bath
Termas romanas de las Bóvedas,bath
Hochdorf Chieftain's Grave,tumulus
Giuggianello,settlement-modern
Giuggianello,fort
Silver Mine at Thorikos,mine-2
Church of San Primitivo,church-2
Fonte dell'Acqua Paola,fountain
"Arch of Caracalla, Djemila",arch
Roman villa at Anagnina Metro station,villa
Roman villa at Anagnina Metro station,archaeological-site
Colle Oliva,villa
Gallo-Roman settlement at Le Clos,settlement
Gallo-Roman Villa at Saint-Paul-lès-Romans,villa
Gallo-Roman Villa at Saint-Paul-lès-Romans,settlement-modern
Ursins Gallo-Roman temple,sanctuary
Sun Temple of Niuserre,temple-2
Bagras Castle,fort
Za'ini,unlocated
Za'ini,settlement
Theater of Zeugma,theatre
Anduarsalia,unlocated
Anduarsalia,fort
Luhsu,unlocated
Luhsu,fort
Abusir Pharos tomb,tomb
Gurgum (kingdom),region
Marqasi (province),province-2
Tabālu (province),region
Tabālu (province),province-2
Sam'alla (province),province-2
Paqarhubuni (region),unlocated
Paqarhubuni (region),region
Chil Zena,monument
Kapilikaya Rock Tomb,tomb
Boville Ernica,settlement
Piana di Monte Verna,fort-2
Piana di Monte Verna,settlement
Piana di Monte Verna,archaeological-site
Piana di Monte Verna,settlement-modern
Carnac megaliths,monument
Poulnabrone dolmen,tomb
Capocorb Vell,settlement
Noarus (river),unlocated
Noarus (river),river
Tomb of Marcus Tullius,tomb
Tuscan Archipelago,archipelago
Coelbren Roman auxiliary fort,fort-2
Coelbren Roman auxiliary fort,settlement-modern
Beitin,settlement
Beitin,settlement-modern
Monte Nuxi,spring
Monte Nuxi,settlement
Pecile at Hadrian's Villa,garden-hortus
Pecile at Hadrian's Villa,water-feature
Villa of Caius Olius Ampliatus,villa
Ani city wall,city-wall
La Spezia,settlement-modern
Isole della Marmorata,archipelago
Isole della Marmorata,island
Isole della Marmorata,quarry
Crowdundle Beck,river
"Monte Abatone necropolis, Caere",cemetery
Regio VII (Via Lata),region
Equus Tiridatis Regis Armeniorum,monument
Theopetra Cave,cave
Basilica Ulpia,basilica
Horti Maiani,garden-hortus
Northern necropolis at Apulum,cemetery
Palamari,defensive-wall
Palamari,archaeological-site
Grotte di Pertosa,cave
Regio XIII (Aventinus),region
Kudachurt,cemetery
Basilica Aemilia,basilica
Roman villa at Híjar en Las Gabias,villa
Roman villa at Híjar en Las Gabias,settlement-modern
Temple of Enodia,sanctuary
Temple of Enodia,temple-2
City wall of Cosa,city-wall
Poggio Civitella,fortified-settlement
Cannatello,settlement
Necropoli Romana,cemetery
Temple of Veiovis,temple-2
"Agios Vasileios, Laconia",palace-complex
"Agios Vasileios, Laconia",archaeological-site
Vatican Obelisk,monument
Lupercal,shrine
Lupercal,cave
Tumulus de Péré,tomb
Henchir Hnich,settlement
Henchir Hnich,archaeological-site
Künzing Roman amphitheater,amphitheatre
House of N. Popidius Priscus,townhouse
Necròpolis fenicia de Jardin,cemetery
Latin League,league
Ponte di Pratolungo,bridge
Ponte di Pratolungo,archaeological-site
Bergantino nymphaeum,fountain
Murat Tepe,settlement
Murat Tepe,archaeological-site
Kirikongo,archaeological-site
Kasta tomb,tumulus
Unnamed Well,well
Sepulcrum Hirtii,tomb
Curiae Veteres,shrine
San Pietro a Badia Pozzeveri,church
Tepe Giyan,settlement
Tepe Giyan,tell
Ortona,unlocated
Basilica of Cresconius,church-2
Geridu,settlement
Geridu,archaeological-site
The Queen's Megaron (Palace of Minos),space-interior
The Queen's Megaron (Palace of Minos),architecturalcomplex
Neolithic Settlement at Knossos,settlement
Neolithic Settlement at Knossos,archaeological-site
Vosgepag,findspot
Vosgepag,settlement
Vosgepag,settlement-modern
Gazandži (Kazana),findspot
Gazandži (Kazana),settlement-modern
Potter's workshop,production
Castellammare della Bruca,fort
Villa romana de Salar,villa
Chanctonbury Ring,hillfort
Chanctonbury Ring,monument
Eaton House Fort,fort-2
Marble Quarries at Karystos,quarry
Casale Ciuffa,villa
Casale Ciuffa,settlement-modern
West House at Vasiliki,settlement
West House at Vasiliki,architecturalcomplex
West House at Vasiliki,hill
Grave Circle B,cemetery
Portara on Naxos,archaeological-site
Portara on Naxos,temple-2
Çatalhöyük,settlement
Unnamed Place,bridge
Koukonesi,island
Mitrou,settlement
Dispilio,settlement
Roman theater (Haidra),theatre
Tumulo Etrusco del Molinello (Asciano),tumulus
Unnamed Roman bridge,bridge
San Giuliano Roman bridge,bridge
Tall Fisnah,archaeological-site
Necropoli di Celle,cemetery
Sabratha Roman Theater,theatre
Braq,spring
Braq,ruin
Braq,sanctuary
Braq,archaeological-site
"Augusteum, Antioch in Pisidia",architecturalcomplex
"Augusteum, Antioch in Pisidia",temple-2
Yalvac Theatre - Antioch Pisidia,theatre
Tall Ghaḍaiyrīfah,findspot
Tall Ghaḍaiyrīfah,archaeological-site
Northern sanctuary at Kythnos,sanctuary
Methone (Macedonian),settlement
Esterzili,temple-2
So-called Oratory of Phalaris,temple-2
"Le Crot au Port, Fontenay-près-Vézelay",settlement
"Le Crot au Port, Fontenay-près-Vézelay",production
"Le Crot au Port, Fontenay-près-Vézelay",villa
Iberia (modern region/peninsula),peninsula
Theater of Zea,theatre
Tower of the Winds,monument
Spathari (quarry),quarry
Lamā Cemetery,cemetery
Lamā Cemetery,archaeological-site
Dolmen of Guadalperal,monument
Theatrum Marcelli,archaeological-site
Theatrum Marcelli,theatre
Theater of Delos,theatre
"Sisi, Kephali tou Agiou Antoniou",archaeological-site
"Sisi, Kephali tou Agiou Antoniou",architecturalcomplex
Mausoleum of M. Coelius Vinicianus,tomb
Santi Giovanni e Paolo,church-2
Santi Giovanni e Paolo,church
Clivus Scauri,road
Case Romane del Celio,townhouse
Case Romane del Celio,architecturalcomplex
Basilica of San Clemente al Laterano,church-2
Grotte di Seiano a Pietramelara,architecturalcomplex
Roman theater of Privernum,theatre
House of Augustus,townhouse
Mont'e Prama,findspot
Mont'e Prama,settlement-modern
Mont'e Prama,monument
Kirkbride,fort-2
Mures,settlement
Mures,settlement-modern
Agora of Corinth,agora
Maleme tholos tomb,tomb
Tholos tomb of Apodoulou,tomb
Klimataria,archaeological-site
Klimataria,architecturalcomplex
Perraibia (withdrawn),unknown
Tagisken Plateau,plateau
Roman arch at Capera,arch
Mithraeum at Vindovala,temple-2
Via Amerina,road
Janiculum,hill
Piazza d'Oro at Hadrian's Villa,architecturalcomplex
Proposed location of Artulu 2 (Kayseri),settlement
Garden and Pool Complex at Petra,garden-hortus
Garden and Pool Complex at Petra,water-feature
Carzield,fort-2
Carzield,fort
Ward Law,military-installation-or-camp-temporary
Early fortified site at Ghuzza,ruin
Theater of Assuras,theatre
Arkaim,settlement
Castle Acre Priory,priory
Castle Acre Priory,church
Weeting Castle,fort
Temple of Claudius,temple-2
Feliginates,unlocated
Feliginates,people
Untitled,mine
Untitled,mine
Untitled,mine
Untitled,mine
Untitled,mine-2
Untitled,mine
Untitled,mine
Untitled,mine
Untitled,mine-2
Untitled,mine
Unnamed Fortification on the Anastasian Wall,fort
Unnamed Fortification on the Anastasian Wall,fort
Untitled,mine
Unnamed Fortification on the Anastasian Wall,fort
Unnamed Fortification on the Anastasian Wall,fort
Büyük Bedesten Wall Fort,fort
Untitled,mine-2
Untitled,mine
Untitled,mine
Untitled,fort
Untitled,mine-2
Untitled,mine
Mausoleum of Clesippus Geganius,tomb
Sasso di Furbara,settlement-modern
Subura,valley
Subura,district
Pons Agrippae,aqueduct
Pons Agrippae,bridge
Santuario di Maria Santissima del Lattani,church-2
Santuario di Maria Santissima del Lattani,sanctuary
Tel Yokneam,settlement
Tel Yokneam,fort
Colle S. Lucia-Maceralonga (Castelnuovo Parano),settlement
Colle S. Lucia-Maceralonga (Castelnuovo Parano),settlement-modern
Via Olevano Romano columbarium,cemetery
Mandra Castellone,settlement
Mausoleo della Conocchia,tomb
Münster-Sarmsheim Roman Villa,villa
Münster-Sarmsheim Roman Villa,settlement-modern
Münster-Sarmsheim Roman Villa,estate
Kemmelberg,hill
Phylakopi,settlement
Phylakopi,archaeological-site
Daphni Monastery,monastery
Daphni Monastery,defensive-wall
Daphni Monastery,church
Halawa,settlement
Halawa,cemetery
Karkabhat,cemetery
Bhirrana,archaeological-site
Allerona,findspot
Allerona,settlement-modern
Arslan Kaya monument,monument
Stari Grad Plain,cultural-landscape
Stari Grad Plain,plain
Aşağımollahasan höyük,tell
Withdrawn: Tilmen Höyük,settlement
Withdrawn: al-Bara,settlement
Sahab,settlement
Tigris Tunnel Inscriptions,tunnel
Tigris Tunnel Inscriptions,cave
Tigris Tunnel Inscriptions,monument
Bara,findspot
Bara,settlement-modern
Kenk Boğazı,monument
Gali͡ugaĭ,settlement
Zartepa,fortified-settlement
Tel 'Aroer,tell
Lancaster Castle,castle
Tell Hazna I,tell
Sidorovka Burial Ground,cemetery
Tell Sheikh Hassan,tell
Vakilabad,hill
Large Temple at Sikait,temple-2
Tell Selenkahiye,tell
Platyskinos (settlement),settlement
"Temple of Amenhotep, son of Hapu",tomb
"Temple of Amenhotep, son of Hapu",temple-2
Garšana,settlement
Garšana,archaeological-site
Ḥorvat ʻUza,fort-2
Yortan,cemetery
Tushqah,cemetery
Prokhorovka,cemetery
Tarasov Mound Site,settlement
Tarasov Mound Site,sanctuary
Tarasov Mound Site,cemetery
Tarasov Mound Site,archaeological-site
"Temple of Castor and Pollux, Cora",temple-2
Abu Ballas Trail,road
Theatrum Pompei,findspot
Theatrum Pompei,theatre
Dikili Tash,settlement
Sitagroi,settlement
Sitagroi,settlement-modern
Zou,villa
Maroni,settlement
Doune,fort-2
Glasgow Bridge,fortlet
Sanquhar,fortlet
Bankhead,fortlet
Lamington,fortlet
Pass of the Alpes Graiae,pass
Barrington Atlas feature labeled 114,villa
Port-Sainte-Foy,villa
Barrington Atlas feature labeled 116,villa
Montcaret,villa
"Gallo-Roman villa, Les Salles-de-Castillon",villa
Barrington Atlas feature labeled 119,villa
Barrington Atlas feature labeled 120,villa
Barrington Atlas feature labeled 121,villa
Latresne,villa
Barrington Atlas feature labeled 123,villa
Barrington Atlas feature labeled 124,villa
Barrington Atlas feature labeled 125,villa
Barrington Atlas feature labeled 126,villa
Barrington Atlas feature labeled 127,villa
Barrington Atlas feature labeled 128,villa
Sainte-Colombe,villa
Barrington Atlas feature labeled 130,villa
Barrington Atlas feature labeled 131,villa
Barrington Atlas feature labeled 132,villa
Barrington Atlas feature labeled 133,villa
Barrington Atlas feature labeled 134,villa
Barrington Atlas feature labeled 135,villa
Barrington Atlas feature labeled 136,villa
Barrington Atlas feature labeled 137,villa
Barrington Atlas feature labeled 138,villa
Barrington Atlas feature labeled 139,villa
Barrington Atlas feature labeled 140,villa
Loupiac,villa
"Unnamed Roman villa, Commune de Cadillac",villa
Barrington Atlas feature labeled 143,villa
Barrington Atlas feature labeled 144,villa
Barrington Atlas feature labeled 145,villa
Marimbault Roman Villa,church-2
Marimbault Roman Villa,villa
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Alevernacum,unlocated
Alevernacum,vicus
Antobroges,people
Arica (island),unlocated
Arica (island),island
Bagidone,unlocated
Bagidone,vicus
Briouates Limen,unlocated
Canbidobrenum,unlocated
Clausetia,unlocated
Cuticiacum,unlocated
Fexitoialum,unlocated
Gracina (island),unlocated
Gracina (island),island
Lauterna,unlocated
Pastoriacum,unlocated
Primuliacum,unlocated
Primuliacum,estate
Pontiniacus,unlocated
Vellaunodunum,unlocated
Vellaunodunum,settlement-modern
Vellaunodunum,vicus
Vibriacum,unlocated
Vosidum,unlocated
Strophades/Plotai (island group),archipelago
Strophades/Plotai (island group),island
Ad Ermum,settlement-modern
Ad Ermum,station
Ad Ermum,quarry
Ad Ermum,mine-2
Ad Fines,station
Ad Fines,settlement-modern
Aemines,station
Agatha,settlement
Albici,label
Albici,people
Alès,settlement
Allègre,sanctuary
Ambrussum,fortified-settlement
Ambrussum,city-wall
Ambrussum,settlement
Anatilii,label
Anatilii,people
Andusia,settlement
Apta Iulia,settlement
*Aramo?,settlement
*Arandunum,settlement
Araura/Cessero,settlement
Arauris (river),river
Arrigas,mine-2
Aspiran,villa
Avatici,label
Avatici,people
Avennio,settlement
Balaruc-les-Bains,settlement
Banon,villa
Baou-de-St-Marcel,settlement
Baou-Rouge,settlement
Baou-Roux,settlement
Barbegal,wheel
Barbegal,aqueduct
Le Barrou,villa
Barutel Roman Quarry,quarry
Beaumajour,villa
Beaumont-du-Ventoux,quarry
Beauregard,settlement
Bellintum,station
Blasco Ins.,island
Bois des Lens Quarries,forest
Bois des Lens Quarries,quarry
La Brèche (necropolis),cemetery
Les Brégines,quarry
*Briginnum?,settlement
Brugetia?,settlement
Cabellio,settlement
Calcaria Solarium,station
Camp de César,fortified-settlement
Campi Lapidei,plain
Campi Lapidei,label
Canteduc Roman Quarry,quarry
Capraria,fort-2
Carnoulès,mine-2
Carpentorate/*Forum Neronis,settlement
Carsicis,settlement
Castellas de Rognac,settlement
Les Castels,city-wall
Les Castels,settlement
Les Castels,fort
La Catalane,settlement
Catuiacia,station
Cavares,people
Cavares,label
Cavares,people
Château-Bas,temple-2
Châtelard de Lardiers,sanctuary
Citharista,settlement
Citharista,port
Clermont-l’Hérault,villa
La Cloche,settlement
Clos-de-l’Armet,villa
Clos de Serre,villa
Col. Aquae Sextiae,settlement
Col. Arausio,settlement
Col. Baeterrae,settlement
Combe de Fignols,villa
La Condoumine,villa
Constantine,settlement
Coste Guizon,temple
La Couronne,quarry
Cucuron,tomb
Cypresseta,station
Dexivates,label
Dexivates,people
Dilis,station
Druentia (river),river
Elisykoi,label
Elisykoi,people
Embonne,settlement
Entremont,settlement
Ernaginum,station
Les Escaunes,quarry
Estel Roman Quarry,quarry
Les Eyssalettes,villa
Fontaine de Vaucluse,settlement
Font-du-Buis,cemetery
Forum Domitii,station
Fossae Marianae?,canal
Fossae Marianae?,settlement
Fossae Marianae,unknown
Frontiana,station
Gallicum Mare,water-open
Gardies,settlement
Gargarius,settlement
Gaujac,fortified-settlement
Gaujac,earthwork
Gaujac,settlement
Glanum,settlement
Gradus Massilitanorum,station
Gradus Massilitanorum,port
Le Grand Verger,villa
Le Griffon,villa
Hispaniense? Ostium,river
*Immadrae,station
*Incarus,station
Lachau,sanctuary
Lansargues,cemetery
Lanuéjols,monument
Lattara,settlement
Lattara,lighthouse
Lattara,station
Lattara,port
Laval,mine-2
Lédignan,settlement
Ledus (river),river
La Legue,settlement
Lettino,settlement
Libica Ora,water-open
Libicii?,label
Libicii?,people
La Liquière,settlement
Liria (river),river
Lombren,settlement
Longostaletes,label
Longostaletes,people
Louerion (mountain),mountain
Louerion (mountain),label
Lunel-Viel,settlement
Luteva/*Forum Neronis,settlement
Magalona,settlement
Marduel,settlement
Maritima,settlement
Mas Lavit,villa
Massalia/Massilia,settlement
Massalioticum? Ostium,mouth
Mauressip,fortified-settlement
Memini,label
Memini,people
Mesua,settlement
Metapinum? Ostium,river
La Monédière,settlement
Montfau,fortified-settlement
Montfau,settlement
Murviel-lès-Montpellier,fortified-settlement
Murviel-lès-Montpellier,settlement
Mus Roman Quarry,quarry
Narbonensis (region),region
Narbonensis (region),label
Nemausus,urban
Nemausus,settlement
Nemausus,settlement-modern
Nemausus,fort
Notre-Dame-de-Laval,sanctuary
Notre-Dame-de-Pitié,settlement
Octon,sanctuary
Orga Fons,spring
Or(o)bis (river),river
Ovidis (river),river
Pas de Bouquet,settlement
Unnamed villa at Pataran,villa
La Pinède,settlement
Pioch-Farrus,mine-2
*Pisavi,station
Piscenae,settlement
Plan de la Tour,settlement
Pons Aerarius,station
Les Près-Bas Roman Villa,villa
Psalmodi,villa
Puyloubier,villa
Ratavoux,villa
Reculan,villa
Rhodanousia,settlement
Rhodanus (river),river
Rognes,tomb
Rognes,monument
La Roque,settlement
Roque-de-Viou,settlement
Roquefavour,settlement
Roquemaillère Roman Quarry,quarry
Roquepertuse,sanctuary
Roquepertuse,settlement
Roquepertuse,archaeological-site
Roquepertuse,monument
Roujan,sanctuary
St-Andéol,cemetery
St-Blaise,settlement
St-Bresson,mine-2
Ste-Cécile Paleochristian Church,church-2
Ste-Cécile Paleochristian Church,church
St-Estève-de-Ménerbes,church
St-Etienne-de-Candau,villa
St-Félix-de-Pallières,mine-2
St-Jacques,settlement
St-Jacques,mountain
St-Jean-du-Gard,mine-2
St-Julien,cemetery
St-Julien-les-Martigues,villa
St-Michel,settlement
St-Pierre-les-Martigues,settlement
Ste-Propice,villa
St-Sauveur-des-Pourcils,mine-2
Salluvii,people
Salyes,label
Salyes,people
Sarnelly,villa
Sausses,villa
Segobrigii,label
Segobrigii,people
Segusio?,settlement
Servanne,villa
Servian,quarry
Setius (mountain),mountain
Sextantio,bridge
Sextantio,settlement
Statumae?,settlement
Stomalimne/Mastramela Stagnum,lagoon
Les Taillades,unknown
Tarusco,settlement
Taurus/Volcarum Stagna,water-open
Taurus/Volcarum Stagna,lagoon
Taurus/Volcarum Stagna,estuary
Tavel,villa
Tedusia?,settlement
Tegulata,station
Tericiae,station
Teste-Nègre,settlement
Theline/Col. Arelate/Constantina,settlement
Traiectum Rhodani,station
Tricores?,label
Tricores?,people
Ucetia,settlement
Ugernum,settlement
Ura Fons,spring
Ura Fons,reservoir
Vallis Clara,settlement
*Varatunnum,settlement
Vasio,settlement
Vasio,architecturalcomplex
Vasio,bath
Vatrute?,settlement
La Vautubière,villa
Vendres,villa
Les Vérunes,settlement
Le Vigneret,villa
Villevieille,settlement
Vindalium?,settlement
Vindasca,settlement
Vindelicus/Soulgas (river),river
Vintur (mountain),mountain
*Virinnae?,settlement
Vocontii,label
Vocontii,people
Volcae Arecomici,people
Vulgientes,label
Vulgientes,people
Unnamed aqueduct at Baeterrae,aqueduct
Nîmes aqueduct,aqueduct
Unnamed aqueducts,aqueduct
Unnamed aqueducts,aqueduct
Untitled,aqueduct
Unnamed aqueducts,aqueduct
